Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
1.95,5.7092,5.7131,1.8346,0.1366,-0.1402,0.0025
2.0,5.7397,5.7432,1.8364,0.1242,-0.1274,0.0028
2.05,5.7722,5.7752,1.8386,0.1103,-0.1131,0.0029
2.1,5.7962,5.7989,1.8404,0.0997,-0.1021,0.0029
2.15,5.8177,5.8201,1.8422,0.0898,-0.0919,0.0027
2.2,5.8369,5.8391,1.8439,0.0808,-0.0825,0.0025
2.25,5.8541,5.8561,1.8456,0.0726,-0.0741,0.0023
2.3,5.8695,5.8713,1.8472,0.0651,-0.0664,0.002
2.35,5.8833,5.8849,1.8489,0.0583,-0.0594,0.0018
2.4,5.8956,5.897,1.8504,0.0522,-0.0532,0.0015
2.45,5.9066,5.9079,1.852,0.0467,-0.0475,0.0013
2.5,5.9165,5.9176,1.8535,0.0418,-0.0425,0.0011
2.55,5.9253,5.9263,1.855,0.0374,-0.038,0.0009
2.6,5.9332,5.9341,1.8564,0.0334,-0.034,0.0007
2.65,5.9402,5.941,1.8579,0.0299,-0.0303,0.0006
2.7,5.9465,5.9472,1.8592,0.0267,-0.0271,0.0005
2.75,5.9521,5.9528,1.8606,0.0239,-0.0242,0.0004
2.8,5.9572,5.9578,1.8619,0.0214,-0.0217,0.0003
2.85,5.9617,5.9622,1.8632,0.0191,-0.0194,0.0003
2.9,5.9657,5.9662,1.8645,0.0171,-0.0173,0.0002
2.95,5.9693,5.9697,1.8657,0.0153,-0.0155,0.0002
3.0,5.9725,5.9729,1.8669,0.0137,-0.0139,0.0001
3.05,5.9754,5.9758,1.8681,0.0122,-0.0124,0.0001
3.1,5.978,5.9783,1.8693,0.0109,-0.0111,0.0001
3.15,5.9803,5.9806,1.8704,0.0098,-0.0099,0.0001
3.2,5.9824,5.9827,1.8715,0.0088,-0.0089,0.0001
3.25,5.9843,5.9845,1.8726,0.0078,-0.0079,0.0
3.3,5.9859,5.9861,1.8737,0.007,-0.0071,0.0
3.35,5.9874,5.9876,1.8747,0.0063,-0.0064,0.0
3.4,5.9887,5.9889,1.8757,0.0056,-0.0057,0.0
3.45,5.9899,5.9901,1.8767,0.005,-0.0051,0.0
3.5,5.991,5.9911,1.8777,0.0045,-0.0046,0.0
3.55,5.9919,5.992,1.8786,0.004,-0.0041,0.0
3.6,5.9928,5.9929,1.8795,0.0036,-0.0036,0.0
3.65,5.9935,5.9936,1.8805,0.0032,-0.0033,0.0
3.7,5.9942,5.9943,1.8813,0.0029,-0.0029,0.0
3.75,5.9948,5.9949,1.8822,0.0026,-0.0026,0.0
3.8,5.9954,5.9954,1.8831,0.0023,-0.0023,0.0
3.85,5.9959,5.9959,1.8839,0.0021,-0.0021,0.0
3.9,5.9963,5.9963,1.8847,0.0018,-0.0019,0.0
3.95,5.9967,5.9967,1.8855,0.0017,-0.0017,0.0
4.0,5.997,5.9971,1.8863,0.0015,-0.0015,0.0
4.05,5.9973,5.9974,1.887,0.0013,-0.0013,0.0
4.1,5.9976,5.9977,1.8878,0.0012,-0.0012,0.0
4.15,5.9979,5.9979,1.8885,0.0011,-0.0011,0.0
4.2,5.9981,5.9981,1.8892,0.0009,-0.001,0.0
4.25,5.9983,5.9983,1.8899,0.0008,-0.0009,0.0
4.3,5.9985,5.9985,1.8906,0.0008,-0.0008,0.0
4.35,5.9986,5.9987,1.8912,0.0007,-0.0007,0.0
4.4,5.9988,5.9988,1.8919,0.0006,-0.0006,0.0
4.45,5.9989,5.9989,1.8925,0.0005,-0.0006,0.0
4.5,5.999,5.999,1.8931,0.0005,-0.0005,0.0
4.55,5.9991,5.9991,1.8938,0.0004,-0.0004,0.0
4.6,5.9992,5.9992,1.8943,0.0004,-0.0004,0.0
4.65,5.9993,5.9993,1.8949,0.0003,-0.0004,0.0
4.7,5.9994,5.9994,1.8955,0.0003,-0.0003,0.0
4.75,5.9994,5.9994,1.896,0.0003,-0.0003,0.0
4.8,5.9995,5.9995,1.8966,0.0002,-0.0003,0.0
4.85,5.9996,5.9996,1.8971,0.0002,-0.0002,0.0
4.9,5.9996,5.9996,1.8976,0.0002,-0.0002,0.0
4.95,5.9996,5.9996,1.8981,0.0002,-0.0002,0.0
5.0,5.9997,5.9997,1.8986,0.0002,-0.0002,0.0
5.05,5.9997,5.9997,1.8991,0.0001,-0.0001,0.0
5.1,5.9997,5.9997,1.8996,0.0001,-0.0001,0.0
5.15,5.9998,5.9998,1.9001,0.0001,-0.0001,0.0
5.2,5.9998,5.9998,1.9005,0.0001,-0.0001,0.0
5.25,5.9998,5.9998,1.901,0.0001,-0.0001,0.0
5.3,5.9998,5.9998,1.9014,0.0001,-0.0001,0.0
5.35,5.9999,5.9999,1.9018,0.0001,-0.0001,0.0
5.4,5.9999,5.9999,1.9022,0.0001,-0.0001,0.0
5.45,5.9999,5.9999,1.9026,0.0001,-0.0001,0.0
5.5,5.9999,5.9999,1.903,0.0001,-0.0001,0.0
5.55,5.9999,5.9999,1.9034,0.0,-0.0,0.0
5.6,5.9999,5.9999,1.9038,0.0,-0.0,0.0
5.65,5.9999,5.9999,1.9042,0.0,-0.0,0.0
5.7,5.9999,5.9999,1.9045,0.0,-0.0,0.0
5.75,5.9999,5.9999,1.9049,0.0,-0.0,0.0
5.8,5.9999,5.9999,1.9053,0.0,-0.0,0.0
5.85,6.0,6.0,1.9056,0.0,-0.0,0.0
5.9,6.0,6.0,1.9059,0.0,-0.0,0.0
5.95,6.0,6.0,1.9062,0.0,-0.0,0.0
6.0,6.0,6.0,1.9066,0.0,-0.0,0.0
6.05,6.0,6.0,1.9069,0.0,-0.0,0.0
6.1,6.0,6.0,1.9072,0.0,-0.0,0.0
6.15,6.0,6.0,1.9075,0.0,-0.0,0.0
6.2,6.0,6.0,1.9078,0.0,-0.0,0.0
6.25,6.0,6.0,1.9081,0.0,-0.0,0.0
6.3,6.0,6.0,1.9083,0.0,-0.0,0.0
6.35,6.0,6.0,1.9086,0.0,-0.0,0.0
6.4,6.0,6.0,1.9089,0.0,-0.0,0.0
6.45,6.0,6.0,1.9091,0.0,-0.0,0.0
6.5,6.0,6.0,1.9094,0.0,-0.0,0.0
6.55,6.0,6.0,1.9096,0.0,-0.0,0.0
6.6,6.0,6.0,1.9099,0.0,-0.0,0.0
6.65,6.0,6.0,1.9101,0.0,-0.0,0.0
6.7,6.0,6.0,1.9103,0.0,-0.0,0.0
6.75,6.0,6.0,1.9106,0.0,-0.0,0.0
6.8,6.0,6.0,1.9108,0.0,-0.0,0.0
6.85,6.0,6.0,1.911,0.0,-0.0,0.0
6.9,6.0,6.0,1.9112,0.0,-0.0,0.0
6.95,6.0,6.0,1.9114,0.0,-0.0,0.0
7.0,6.0,6.0,1.9116,0.0,-0.0,0.0
7.05,6.0,6.0,1.9118,0.0,-0.0,0.0
7.1,6.0,6.0,1.912,0.0,-0.0,0.0
7.15,6.0,6.0,1.9122,0.0,-0.0,0.0
7.2,6.0,6.0,1.9124,0.0,-0.0,0.0
7.25,6.0,6.0,1.9126,0.0,-0.0,0.0
7.3,6.0,6.0,1.9128,0.0,-0.0,0.0
7.35,6.0,6.0,1.9129,0.0,-0.0,0.0
7.4,6.0,6.0,1.9131,0.0,-0.0,0.0
7.45,6.0,6.0,1.9133,0.0,-0.0,0.0
7.5,6.0,6.0,1.9134,0.0,-0.0,0.0
7.55,6.0,6.0,1.9136,0.0,-0.0,0.0
7.6,6.0,6.0,1.9138,0.0,-0.0,0.0
7.65,6.0,6.0,1.9139,0.0,-0.0,0.0
7.7,6.0,6.0,1.9141,0.0,-0.0,0.0
7.75,6.0,6.0,1.9142,0.0,-0.0,0.0
7.8,6.0,6.0,1.9143,0.0,-0.0,0.0
7.85,6.0,6.0,1.9145,0.0,-0.0,0.0
7.9,6.0,6.0,1.9146,0.0,-0.0,0.0
7.95,6.0,6.0,1.9148,0.0,-0.0,0.0
8.0,6.0,6.0,1.9149,0.0,-0.0,0.0
8.05,6.0,6.0,1.915,0.0,-0.0,0.0
8.1,6.0,6.0,1.9151,0.0,-0.0,0.0
8.15,6.0,6.0,1.9153,0.0,-0.0,0.0
8.2,6.0,6.0,1.9154,0.0,-0.0,0.0
8.25,6.0,6.0,1.9155,0.0,-0.0,0.0
8.3,6.0,6.0,1.9156,0.0,-0.0,0.0
8.35,6.0,6.0,1.9157,0.0,-0.0,0.0
8.4,6.0,6.0,1.9158,0.0,-0.0,0.0
8.45,6.0,6.0,1.9159,0.0,-0.0,0.0
8.5,6.0,6.0,1.916,0.0,-0.0,0.0
8.55,6.0,6.0,1.9161,0.0,-0.0,0.0
8.6,6.0,6.0,1.9162,0.0,-0.0,0.0
8.65,6.0,6.0,1.9163,0.0,-0.0,0.0
8.7,6.0,6.0,1.9164,0.0,-0.0,0.0
8.75,6.0,6.0,1.9165,0.0,-0.0,0.0
8.8,6.0,6.0,1.9166,0.0,-0.0,0.0
8.85,6.0,6.0,1.9167,0.0,-0.0,0.0
8.9,6.0,6.0,1.9168,0.0,-0.0,0.0
8.95,6.0,6.0,1.9169,0.0,-0.0,0.0
9.0,6.0,6.0,1.917,0.0,-0.0,0.0
9.05,6.0,6.0,1.917,0.0,-0.0,0.0
9.1,6.0,6.0,1.9171,0.0,-0.0,0.0
9.15,6.0,6.0,1.9172,0.0,-0.0,0.0
9.2,6.0,6.0,1.9173,0.0,-0.0,0.0
9.25,6.0,6.0,1.9173,0.0,-0.0,0.0
9.3,6.0,6.0,1.9174,0.0,-0.0,0.0
9.35,6.0,6.0,1.9175,0.0,-0.0,0.0
9.4,6.0,6.0,1.9176,0.0,-0.0,0.0
9.45,6.0,6.0,1.9176,0.0,-0.0,0.0
9.5,6.0,6.0,1.9177,0.0,-0.0,0.0
9.55,6.0,6.0,1.9178,0.0,-0.0,0.0
9.6,6.0,6.0,1.9178,0.0,-0.0,0.0
9.65,6.0,6.0,1.9179,0.0,-0.0,0.0
9.7,6.0,6.0,1.9179,0.0,-0.0,0.0
9.75,6.0,6.0,1.918,0.0,-0.0,0.0
9.8,6.0,6.0,1.9181,0.0,-0.0,0.0
9.85,6.0,6.0,1.9181,0.0,-0.0,0.0
9.9,6.0,6.0,1.9182,0.0,-0.0,0.0
9.95,6.0,6.0,1.9182,0.0,-0.0,0.0
10.0,6.0,6.0,1.9183,0.0,-0.0,0.0
10.05,6.0,6.0,1.9183,0.0,-0.0,0.0
10.1,6.0,6.0,1.9184,0.0,-0.0,0.0
10.15,6.0,6.0,1.9184,0.0,-0.0,0.0
10.2,6.0,6.0,1.9185,0.0,-0.0,0.0
10.25,6.0,6.0,1.9185,0.0,-0.0,0.0
10.3,6.0,6.0,1.9186,0.0,-0.0,0.0
10.35,6.0,6.0,1.9186,0.0,-0.0,0.0
10.4,6.0,6.0,1.9187,0.0,-0.0,0.0
10.45,6.0,6.0,1.9187,0.0,-0.0,0.0
10.5,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.55,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.6,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.65,6.0,6.0,1.9189,0.0,-0.0,-0.0
10.7,6.0,6.0,1.9189,0.0,-0.0,-0.0
10.75,6.0,6.0,1.919,0.0,-0.0,-0.0
10.8,6.0,6.0,1.919,0.0,-0.0,-0.0
10.85,6.0,6.0,1.919,0.0,-0.0,-0.0
10.9,6.0,6.0,1.9191,0.0,-0.0,-0.0
10.95,6.0,6.0,1.9191,0.0,-0.0,-0.0
11.0,6.0,6.0,1.9191,0.0,-0.0,-0.0
11.05,6.0,6.0,1.9192,0.0,-0.0,-0.0
11.1,6.0,6.0,1.9192,0.0,-0.0,-0.0
11.15,6.0,6.0,1.9192,0.0,-0.0,-0.0
11.2,6.0,6.0,1.9193,0.0,-0.0,-0.0
11.25,6.0,6.0,1.9193,0.0,-0.0,-0.0
11.3,6.0,6.0,1.9193,0.0,-0.0,0.0
11.35,6.0,6.0,1.9194,0.0,-0.0,0.0
11.4,6.0,6.0,1.9194,0.0,-0.0,0.0
11.45,6.0,6.0,1.9194,0.0,-0.0,0.0
11.5,6.0,6.0,1.9194,0.0,-0.0,0.0
11.55,6.0,6.0,1.9195,0.0,-0.0,0.0
11.6,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.65,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.7,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.75,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.8,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.85,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.9,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.95,6.0,6.0,1.9197,0.0,-0.0,-0.0
12.0,6.0,6.0,1.9197,0.0,-0.0,-0.0
12.05,6.0,6.0,1.9197,0.0,-0.0,0.0
12.1,6.0,6.0,1.9197,0.0,-0.0,0.0
12.15,6.0,6.0,1.9197,0.0,-0.0,0.0
12.2,6.0,6.0,1.9198,0.0,-0.0,0.0
12.25,6.0,6.0,1.9198,0.0,-0.0,0.0
12.3,6.0,6.0,1.9198,0.0,-0.0,0.0
12.35,6.0,6.0,1.9198,0.0,-0.0,0.0
12.4,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.45,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.5,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.55,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.6,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.65,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.7,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.75,6.0,6.0,1.92,0.0,-0.0,-0.0
12.8,6.0,6.0,1.92,0.0,-0.0,-0.0
12.85,6.0,6.0,1.92,0.0,-0.0,-0.0
12.9,6.0,6.0,1.92,0.0,-0.0,-0.0
12.95,6.0,6.0,1.92,0.0,-0.0,-0.0
13.0,6.0,6.0,1.92,0.0,-0.0,-0.0
13.05,6.0,6.0,1.92,0.0,-0.0,-0.0
13.1,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.15,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.2,6.0,6.0,1.9201,0.0,-0.0,0.0
13.25,6.0,6.0,1.9201,0.0,-0.0,0.0
13.3,6.0,6.0,1.9201,0.0,-0.0,0.0
13.35,6.0,6.0,1.9201,0.0,-0.0,0.0
13.4,6.0,6.0,1.9201,0.0,-0.0,0.0
13.45,6.0,6.0,1.9201,0.0,-0.0,0.0
13.5,6.0,6.0,1.9202,0.0,-0.0,0.0
13.55,6.0,6.0,1.9202,0.0,-0.0,0.0
13.6,6.0,6.0,1.9202,0.0,-0.0,0.0
13.65,6.0,6.0,1.9202,0.0,-0.0,0.0
13.7,6.0,6.0,1.9202,0.0,-0.0,0.0
13.75,6.0,6.0,1.9202,0.0,-0.0,0.0
13.8,6.0,6.0,1.9202,0.0,-0.0,0.0
13.85,6.0,6.0,1.9202,0.0,-0.0,0.0
13.9,6.0,6.0,1.9202,0.0,-0.0,0.0
13.95,6.0,6.0,1.9202,0.0,-0.0,0.0
14.0,6.0,6.0,1.9203,0.0,-0.0,0.0
14.05,6.0,6.0,1.9203,0.0,-0.0,0.0
14.1,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.15,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.2,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.25,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.3,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.35,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.4,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.45,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.5,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.55,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.6,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.65,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.7,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.75,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.8,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.85,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.9,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.95,6.0,6.0,1.9204,0.0,-0.0,0.0
15.0,6.0,6.0,1.9204,0.0,-0.0,0.0
15.05,6.0,6.0,1.9204,0.0,-0.0,0.0
15.1,6.0,6.0,1.9204,0.0,-0.0,0.0
15.15,6.0,6.0,1.9204,0.0,-0.0,0.0
15.2,6.0,6.0,1.9204,0.0,-0.0,0.0
15.25,6.0,6.0,1.9204,0.0,-0.0,0.0
15.3,6.0,6.0,1.9204,0.0,-0.0,0.0
15.35,6.0,6.0,1.9204,0.0,-0.0,0.0
15.4,6.0,6.0,1.9204,0.0,-0.0,0.0
15.45,6.0,6.0,1.9204,0.0,-0.0,0.0
15.5,6.0,6.0,1.9204,0.0,-0.0,0.0
15.55,6.0,6.0,1.9205,0.0,-0.0,0.0
15.6,6.0,6.0,1.9205,0.0,-0.0,0.0
15.65,6.0,6.0,1.9205,0.0,-0.0,0.0
15.7,6.0,6.0,1.9205,0.0,-0.0,0.0
15.75,6.0,6.0,1.9205,0.0,-0.0,0.0
15.8,6.0,6.0,1.9205,0.0,-0.0,0.0
15.85,6.0,6.0,1.9205,0.0,-0.0,0.0
15.9,6.0,6.0,1.9205,0.0,-0.0,0.0
15.95,6.0,6.0,1.9205,0.0,-0.0,0.0
16.0,6.0,6.0,1.9205,0.0,-0.0,0.0
16.05,6.0,6.0,1.9205,0.0,-0.0,0.0
16.1,6.0,6.0,1.9205,0.0,-0.0,0.0
16.15,6.0,6.0,1.9205,-0.0,0.0,0.0
16.2,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.25,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.3,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.35,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.4,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.45,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.5,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.55,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.6,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.65,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.7,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.75,6.0,6.0,1.9205,-0.0,-0.0,-0.0
16.8,6.0,6.0,1.9205,0.0,-0.0,-0.0
16.85,6.0,6.0,1.9205,0.0,0.0,-0.0
16.9,6.0,6.0,1.9205,0.0,0.0,0.0
16.95,6.0,6.0,1.9205,0.0,-0.0,0.0
17.0,6.0,6.0,1.9205,0.0,-0.0,0.0
17.05,6.0,6.0,1.9205,0.0,-0.0,0.0
17.1,6.0,6.0,1.9206,0.0,-0.0,0.0
17.15,6.0,6.0,1.9206,0.0,-0.0,0.0
17.2,6.0,6.0,1.9206,-0.0,0.0,0.0
17.25,6.0,6.0,1.9206,-0.0,0.0,0.0
17.3,6.0,6.0,1.9206,-0.0,0.0,0.0
17.35,6.0,6.0,1.9206,-0.0,0.0,0.0
17.4,6.0,6.0,1.9206,-0.0,0.0,0.0
17.45,6.0,6.0,1.9206,-0.0,0.0,0.0
17.5,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.55,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.6,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.65,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.7,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.75,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.8,6.0,6.0,1.9206,-0.0,0.0,-0.0
17.85,6.0,6.0,1.9206,0.0,0.0,0.0
17.9,6.0,6.0,1.9206,0.0,0.0,0.0
17.95,6.0,6.0,1.9206,0.0,-0.0,0.0
18.0,6.0,6.0,1.9206,-0.0,-0.0,0.0
18.05,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.1,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.15,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.2,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.25,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.3,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.35,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.4,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.45,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.5,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.55,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.6,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.65,6.0,6.0,1.9206,-0.0,0.0,0.0
18.7,6.0,6.0,1.9206,-0.0,0.0,0.0
18.75,6.0,6.0,1.9206,0.0,-0.0,0.0
18.8,6.0,6.0,1.9206,0.0,-0.0,0.0
18.85,6.0,6.0,1.9206,0.0,-0.0,0.0
18.9,6.0,6.0,1.9206,0.0,0.0,0.0
18.95,6.0,6.0,1.9206,0.0,0.0,0.0
19.0,6.0,6.0,1.9206,0.0,0.0,0.0
19.05,6.0,6.0,1.9206,0.0,0.0,0.0
19.1,6.0,6.0,1.9206,-0.0,0.0,0.0
19.15,6.0,6.0,1.9206,-0.0,0.0,0.0
19.2,6.0,6.0,1.9206,-0.0,-0.0,0.0
19.25,6.0,6.0,1.9206,-0.0,-0.0,0.0
19.3,6.0,6.0,1.9206,-0.0,-0.0,0.0
19.35,6.0,6.0,1.9206,0.0,-0.0,0.0
19.4,6.0,6.0,1.9206,0.0,-0.0,0.0
19.45,6.0,6.0,1.9206,0.0,0.0,0.0
19.5,6.0,6.0,1.9206,-0.0,0.0,0.0
19.55,6.0,6.0,1.9206,-0.0,0.0,0.0
19.6,6.0,6.0,1.9206,-0.0,0.0,0.0
19.65,6.0,6.0,1.9206,-0.0,0.0,0.0
19.7,6.0,6.0,1.9206,-0.0,-0.0,0.0
19.75,6.0,6.0,1.9206,0.0,-0.0,0.0
19.8,6.0,6.0,1.9206,0.0,-0.0,0.0
19.85,6.0,6.0,1.9206,0.0,-0.0,0.0
19.9,6.0,6.0,1.9206,0.0,-0.0,0.0
19.95,6.0,6.0,1.9206,0.0,-0.0,0.0
20.0,6.0,6.0,1.9206,-0.0,-0.0,0.0
20.05,6.0,6.0,1.9206,-0.0,-0.0,0.0
20.1,6.0,6.0,1.9206,0.0,0.0,0.0
20.15,6.0,6.0,1.9206,0.0,0.0,0.0
20.2,6.0,6.0,1.9206,0.0,0.0,0.0
20.25,6.0,6.0,1.9206,-0.0,0.0,0.0
20.3,6.0,6.0,1.9206,-0.0,0.0,0.0
20.35,6.0,6.0,1.9206,0.0,0.0,-0.0
20.4,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.45,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.5,6.0,6.0,1.9206,-0.0,0.0,-0.0
20.55,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.6,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.65,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.7,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.75,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.8,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.85,6.0,6.0,1.9206,-0.0,-0.0,0.0
20.9,6.0,6.0,1.9206,0.0,0.0,0.0
20.95,6.0,6.0,1.9206,0.0,-0.0,0.0
21.0,6.0,6.0,1.9206,0.0,-0.0,0.0
21.05,6.0,6.0,1.9206,0.0,-0.0,0.0
21.1,6.0,6.0,1.9206,-0.0,0.0,0.0
21.15,6.0,6.0,1.9206,-0.0,0.0,0.0
21.2,6.0,6.0,1.9206,0.0,-0.0,0.0
21.25,6.0,6.0,1.9206,0.0,-0.0,0.0
21.3,6.0,6.0,1.9206,0.0,0.0,0.0
21.35,6.0,6.0,1.9206,0.0,0.0,0.0
21.4,6.0,6.0,1.9206,0.0,0.0,0.0
21.45,6.0,6.0,1.9206,-0.0,-0.0,0.0
21.5,6.0,6.0,1.9206,-0.0,-0.0,0.0
21.55,6.0,6.0,1.9206,-0.0,-0.0,0.0
21.6,6.0,6.0,1.9206,0.0,-0.0,0.0
21.65,6.0,6.0,1.9206,0.0,0.0,-0.0
21.7,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.75,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.8,6.0,6.0,1.9206,-0.0,-0.0,0.0
21.85,6.0,6.0,1.9206,-0.0,-0.0,0.0
21.9,6.0,6.0,1.9206,-0.0,0.0,0.0
21.95,6.0,6.0,1.9206,-0.0,0.0,0.0
22.0,6.0,6.0,1.9206,-0.0,0.0,-0.0
22.05,6.0,6.0,1.9206,0.0,0.0,0.0
22.1,6.0,6.0,1.9206,0.0,-0.0,0.0
