Time (s),X_pos (m),Y_pos (m),Z_pos (m),Phi_rot (rad),Theta_rot (rad),Psi_rot (rad)
7.45,6.0,6.0,1.9141,0.0,-0.0,0.0
7.5,6.0,6.0,1.9142,0.0,-0.0,0.0
7.55,6.0,6.0,1.9143,0.0,-0.0,0.0
7.6,6.0,6.0,1.9145,0.0,-0.0,0.0
7.65,6.0,6.0,1.9146,0.0,-0.0,0.0
7.7,6.0,6.0,1.9147,0.0,-0.0,0.0
7.75,6.0,6.0,1.9149,0.0,-0.0,0.0
7.8,6.0,6.0,1.915,0.0,-0.0,0.0
7.85,6.0,6.0,1.9151,0.0,-0.0,0.0
7.9,6.0,6.0,1.9153,0.0,-0.0,0.0
7.95,6.0,6.0,1.9154,0.0,-0.0,0.0
8.0,6.0,6.0,1.9155,0.0,-0.0,0.0
8.05,6.0,6.0,1.9156,0.0,-0.0,0.0
8.1,6.0,6.0,1.9157,0.0,-0.0,0.0
8.15,6.0,6.0,1.9158,0.0,-0.0,0.0
8.2,6.0,6.0,1.9159,0.0,-0.0,0.0
8.25,6.0,6.0,1.916,0.0,-0.0,0.0
8.3,6.0,6.0,1.9161,0.0,-0.0,0.0
8.35,6.0,6.0,1.9162,0.0,-0.0,0.0
8.4,6.0,6.0,1.9163,0.0,-0.0,0.0
8.45,6.0,6.0,1.9164,0.0,-0.0,0.0
8.5,6.0,6.0,1.9165,0.0,-0.0,0.0
8.55,6.0,6.0,1.9166,0.0,-0.0,0.0
8.6,6.0,6.0,1.9167,0.0,-0.0,0.0
8.65,6.0,6.0,1.9168,0.0,-0.0,0.0
8.7,6.0,6.0,1.9169,0.0,-0.0,0.0
8.75,6.0,6.0,1.917,0.0,-0.0,0.0
8.8,6.0,6.0,1.917,0.0,-0.0,0.0
8.85,6.0,6.0,1.9171,0.0,-0.0,0.0
8.9,6.0,6.0,1.9172,0.0,-0.0,0.0
8.95,6.0,6.0,1.9173,0.0,-0.0,0.0
9.0,6.0,6.0,1.9173,0.0,-0.0,0.0
9.05,6.0,6.0,1.9174,0.0,-0.0,0.0
9.1,6.0,6.0,1.9175,0.0,-0.0,0.0
9.15,6.0,6.0,1.9176,0.0,-0.0,0.0
9.2,6.0,6.0,1.9176,0.0,-0.0,0.0
9.25,6.0,6.0,1.9177,0.0,-0.0,0.0
9.3,6.0,6.0,1.9178,0.0,-0.0,0.0
9.35,6.0,6.0,1.9178,0.0,-0.0,0.0
9.4,6.0,6.0,1.9179,0.0,-0.0,0.0
9.45,6.0,6.0,1.9179,0.0,-0.0,0.0
9.5,6.0,6.0,1.918,0.0,-0.0,0.0
9.55,6.0,6.0,1.9181,0.0,-0.0,0.0
9.6,6.0,6.0,1.9181,0.0,-0.0,0.0
9.65,6.0,6.0,1.9182,0.0,-0.0,0.0
9.7,6.0,6.0,1.9182,0.0,-0.0,0.0
9.75,6.0,6.0,1.9183,0.0,-0.0,0.0
9.8,6.0,6.0,1.9183,0.0,-0.0,-0.0
9.85,6.0,6.0,1.9184,0.0,-0.0,-0.0
9.9,6.0,6.0,1.9184,0.0,-0.0,-0.0
9.95,6.0,6.0,1.9185,0.0,-0.0,-0.0
10.0,6.0,6.0,1.9185,0.0,-0.0,-0.0
10.05,6.0,6.0,1.9186,0.0,-0.0,-0.0
10.1,6.0,6.0,1.9186,0.0,-0.0,-0.0
10.15,6.0,6.0,1.9187,0.0,-0.0,-0.0
10.2,6.0,6.0,1.9187,0.0,-0.0,-0.0
10.25,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.3,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.35,6.0,6.0,1.9188,0.0,-0.0,-0.0
10.4,6.0,6.0,1.9189,0.0,-0.0,-0.0
10.45,6.0,6.0,1.9189,0.0,-0.0,-0.0
10.5,6.0,6.0,1.919,0.0,-0.0,-0.0
10.55,6.0,6.0,1.919,0.0,-0.0,-0.0
10.6,6.0,6.0,1.919,0.0,-0.0,-0.0
10.65,6.0,6.0,1.9191,0.0,-0.0,-0.0
10.7,6.0,6.0,1.9191,0.0,-0.0,-0.0
10.75,6.0,6.0,1.9191,0.0,-0.0,-0.0
10.8,6.0,6.0,1.9192,0.0,-0.0,-0.0
10.85,6.0,6.0,1.9192,0.0,-0.0,-0.0
10.9,6.0,6.0,1.9192,0.0,-0.0,-0.0
10.95,6.0,6.0,1.9193,0.0,-0.0,-0.0
11.0,6.0,6.0,1.9193,0.0,-0.0,-0.0
11.05,6.0,6.0,1.9193,0.0,-0.0,-0.0
11.1,6.0,6.0,1.9194,0.0,-0.0,-0.0
11.15,6.0,6.0,1.9194,0.0,-0.0,-0.0
11.2,6.0,6.0,1.9194,0.0,-0.0,-0.0
11.25,6.0,6.0,1.9194,0.0,-0.0,-0.0
11.3,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.35,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.4,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.45,6.0,6.0,1.9195,0.0,-0.0,-0.0
11.5,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.55,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.6,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.65,6.0,6.0,1.9196,0.0,-0.0,-0.0
11.7,6.0,6.0,1.9197,0.0,-0.0,-0.0
11.75,6.0,6.0,1.9197,0.0,-0.0,-0.0
11.8,6.0,6.0,1.9197,0.0,-0.0,-0.0
11.85,6.0,6.0,1.9197,0.0,-0.0,-0.0
11.9,6.0,6.0,1.9197,0.0,-0.0,-0.0
11.95,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.0,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.05,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.1,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.15,6.0,6.0,1.9198,0.0,-0.0,-0.0
12.2,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.25,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.3,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.35,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.4,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.45,6.0,6.0,1.9199,0.0,-0.0,-0.0
12.5,6.0,6.0,1.92,0.0,-0.0,-0.0
12.55,6.0,6.0,1.92,0.0,-0.0,-0.0
12.6,6.0,6.0,1.92,0.0,-0.0,-0.0
12.65,6.0,6.0,1.92,0.0,-0.0,-0.0
12.7,6.0,6.0,1.92,0.0,-0.0,-0.0
12.75,6.0,6.0,1.92,0.0,-0.0,-0.0
12.8,6.0,6.0,1.92,0.0,-0.0,-0.0
12.85,6.0,6.0,1.9201,0.0,-0.0,-0.0
12.9,6.0,6.0,1.9201,0.0,-0.0,-0.0
12.95,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.0,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.05,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.1,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.15,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.2,6.0,6.0,1.9201,0.0,-0.0,-0.0
13.25,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.3,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.35,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.4,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.45,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.5,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.55,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.6,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.65,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.7,6.0,6.0,1.9202,0.0,-0.0,-0.0
13.75,6.0,6.0,1.9203,0.0,-0.0,-0.0
13.8,6.0,6.0,1.9203,0.0,-0.0,-0.0
13.85,6.0,6.0,1.9203,0.0,-0.0,-0.0
13.9,6.0,6.0,1.9203,0.0,-0.0,-0.0
13.95,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.0,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.05,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.1,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.15,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.2,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.25,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.3,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.35,6.0,6.0,1.9203,0.0,-0.0,-0.0
14.4,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.45,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.5,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.55,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.6,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.65,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.7,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.75,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.8,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.85,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.9,6.0,6.0,1.9204,0.0,-0.0,-0.0
14.95,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.0,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.05,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.1,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.15,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.2,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.25,6.0,6.0,1.9204,0.0,-0.0,-0.0
15.3,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.35,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.4,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.45,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.5,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.55,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.6,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.65,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.7,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.75,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.8,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.85,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.9,6.0,6.0,1.9205,0.0,-0.0,-0.0
15.95,6.0,6.0,1.9205,0.0,-0.0,-0.0
16.0,6.0,6.0,1.9205,0.0,-0.0,-0.0
16.05,6.0,6.0,1.9205,0.0,-0.0,-0.0
16.1,6.0,6.0,1.9205,0.0,-0.0,-0.0
16.15,6.0,6.0,1.9205,0.0,0.0,-0.0
16.2,6.0,6.0,1.9205,0.0,0.0,-0.0
16.25,6.0,6.0,1.9205,0.0,0.0,0.0
16.3,6.0,6.0,1.9205,0.0,0.0,0.0
16.35,6.0,6.0,1.9205,0.0,0.0,-0.0
16.4,6.0,6.0,1.9205,0.0,0.0,-0.0
16.45,6.0,6.0,1.9205,-0.0,-0.0,-0.0
16.5,6.0,6.0,1.9205,-0.0,-0.0,-0.0
16.55,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.6,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.65,6.0,6.0,1.9205,-0.0,-0.0,-0.0
16.7,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.75,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.8,6.0,6.0,1.9205,-0.0,0.0,-0.0
16.85,6.0,6.0,1.9206,-0.0,-0.0,-0.0
16.9,6.0,6.0,1.9206,-0.0,-0.0,-0.0
16.95,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.0,6.0,6.0,1.9206,-0.0,0.0,-0.0
17.05,6.0,6.0,1.9206,0.0,0.0,-0.0
17.1,6.0,6.0,1.9206,0.0,0.0,-0.0
17.15,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.2,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.25,6.0,6.0,1.9206,0.0,0.0,-0.0
17.3,6.0,6.0,1.9206,-0.0,0.0,-0.0
17.35,6.0,6.0,1.9206,-0.0,0.0,-0.0
17.4,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.45,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.5,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.55,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.6,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.65,6.0,6.0,1.9206,-0.0,-0.0,-0.0
17.7,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.75,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.8,6.0,6.0,1.9206,0.0,0.0,-0.0
17.85,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.9,6.0,6.0,1.9206,0.0,-0.0,-0.0
17.95,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.0,6.0,6.0,1.9206,0.0,0.0,-0.0
18.05,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.1,6.0,6.0,1.9206,0.0,0.0,-0.0
18.15,6.0,6.0,1.9206,0.0,0.0,-0.0
18.2,6.0,6.0,1.9206,0.0,0.0,-0.0
18.25,6.0,6.0,1.9206,0.0,0.0,-0.0
18.3,6.0,6.0,1.9206,0.0,0.0,-0.0
18.35,6.0,6.0,1.9206,0.0,0.0,-0.0
18.4,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.45,6.0,6.0,1.9206,-0.0,0.0,-0.0
18.5,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.55,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.6,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.65,6.0,6.0,1.9206,-0.0,-0.0,-0.0
18.7,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.75,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.8,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.85,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.9,6.0,6.0,1.9206,0.0,-0.0,-0.0
18.95,6.0,6.0,1.9206,-0.0,-0.0,-0.0
19.0,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.05,6.0,6.0,1.9206,0.0,0.0,-0.0
19.1,6.0,6.0,1.9206,0.0,0.0,-0.0
19.15,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.2,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.25,6.0,6.0,1.9206,-0.0,-0.0,-0.0
19.3,6.0,6.0,1.9206,0.0,-0.0,0.0
19.35,6.0,6.0,1.9206,0.0,0.0,0.0
19.4,6.0,6.0,1.9206,0.0,-0.0,-0.0
19.45,6.0,6.0,1.9206,-0.0,-0.0,-0.0
19.5,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.55,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.6,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.65,6.0,6.0,1.9206,-0.0,0.0,-0.0
19.7,6.0,6.0,1.9206,0.0,0.0,-0.0
19.75,6.0,6.0,1.9206,0.0,-0.0,-0.0
19.8,6.0,6.0,1.9206,-0.0,-0.0,-0.0
19.85,6.0,6.0,1.9206,0.0,-0.0,-0.0
19.9,6.0,6.0,1.9206,0.0,-0.0,-0.0
19.95,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.0,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.05,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.1,6.0,6.0,1.9206,0.0,-0.0,-0.0
20.15,6.0,6.0,1.9206,0.0,0.0,-0.0
20.2,6.0,6.0,1.9206,0.0,0.0,-0.0
20.25,6.0,6.0,1.9206,-0.0,0.0,-0.0
20.3,6.0,6.0,1.9206,0.0,0.0,-0.0
20.35,6.0,6.0,1.9206,0.0,0.0,-0.0
20.4,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.45,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.5,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.55,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.6,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.65,6.0,6.0,1.9206,0.0,0.0,-0.0
20.7,6.0,6.0,1.9206,0.0,0.0,-0.0
20.75,6.0,6.0,1.9206,-0.0,0.0,-0.0
20.8,6.0,6.0,1.9206,-0.0,0.0,-0.0
20.85,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.9,6.0,6.0,1.9206,-0.0,-0.0,-0.0
20.95,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.0,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.05,6.0,6.0,1.9206,-0.0,-0.0,-0.0
21.1,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.15,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.2,6.0,6.0,1.9206,-0.0,-0.0,-0.0
21.25,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.3,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.35,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.4,6.0,6.0,1.9206,0.0,0.0,-0.0
21.45,6.0,6.0,1.9206,0.0,0.0,-0.0
21.5,6.0,6.0,1.9206,0.0,0.0,-0.0
21.55,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.6,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.65,6.0,6.0,1.9206,0.0,-0.0,-0.0
21.7,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.75,6.0,6.0,1.9206,-0.0,0.0,-0.0
21.8,6.0,6.0,1.9206,0.0,0.0,-0.0
21.85,6.0,6.0,1.9206,-0.0,0.0,-0.0
